 Timestamp,Channel0,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8,Channel9,Channel10,Channel11,Channel12,Channel13,Channel14,Channel15
14:15:04,-63423.74544,17777.4376,63190.86262,84489.30347,33055.30197,48951.19208,17133.14857,7904.09093,45509.42576,31618.93417,42779.18253,47165.31004,41694.87705,59046.46922,-187500.0224,29957.84193
14:15:06,-66231.8398,16781.60033,62189.39271,83469.03574,32052.60271,47930.36555,16156.95848,6885.700749,44470.20375,30583.28844,41741.65925,46129.08317,40669.22255,58029.93423,-187500.0224,28928.85702
14:15:06,-66266.32855,16775.18538,62185.77173,83457.54694,32047.35005,47920.57549,16147.25782,6875.374243,44505.49716,30615.78788,41772.72818,46157.42518,40699.37506,58060.17614,-187500.0224,28956.05909
14:15:06,-66251.88932,16801.00164,62216.66184,83490.3146,32075.64736,47949.92333,16171.50947,6905.794967,44501.18327,30610.71403,41767.69904,46152.44074,40692.93775,58051.41426,-187500.0224,28950.80643
14:15:06,-66271.64826,16786.76358,62205.91065,83475.98713,32069.67945,47937.27224,16161.89822,6895.379054,44526.30663,30635.16684,41788.4191,46173.6749,40714.37308,58068.60275,-187500.0224,28971.12417
14:15:06,-66291.51896,16798.36414,62221.15454,83493.13092,32082.19642,47952.00204,16180.71838,6913.573374,44515.6672,30619.92295,41779.97014,46161.64966,40706.3041,58049.67082,-187500.0224,28963.39047
14:15:07,-66819.08719,17617.13089,63074.49944,84294.91035,32891.6872,48740.37042,17003.68726,7744.18655,45377.14814,31473.91605,42629.26938,47016.51448,41563.80642,58904.24507,-187500.0224,29826.19015
14:15:07,-66800.75876,17649.20564,63088.42457,84314.8481,32905.1206,48757.51421,17025.14494,7770.762774,45339.41839,31434.91226,42595.89822,46982.22691,41528.64713,58870.60569,-187500.0224,29792.34961
14:15:07,-66819.62363,17693.70797,63122.93567,84347.99574,32942.76094,48790.37127,17056.32562,7803.843356,45400.03632,31495.35137,42654.99623,47033.4124,41583.29714,58921.25474,-187500.0224,29848.20662
14:15:07,-66790.32049,17700.03351,63145.06389,84373.1191,32957.91542,48815.0029,17071.90479,7818.483748,45423.25979,31521.3241,42676.99035,47059.11691,41599.92684,58946.08753,-187500.0224,29865.8198
14:15:08,-66079.66913,18426.28639,63882.69381,85110.03376,33693.0643,49535.7349,17806.8972,8553.386754,46164.71185,32270.53222,43405.59017,47789.9519,42330.91829,59679.42592,-187500.0224,30592.25149
14:15:08,-66093.9966,18370.09411,63832.80472,85054.1097,33640.38123,49481.82249,17751.59898,8497.507393,46131.9889,32240.67029,43375.46001,47762.54866,42303.89503,59655.04016,-187500.0224,30561.5849
14:15:08,-66106.8265,18361.26517,63819.97482,85043.60438,33627.39487,49469.99842,17737.33857,8483.090518,46102.32813,32211.27775,43342.91587,47722.82961,42268.82515,59619.65735,-187500.0224,30526.93969
14:15:10,-64526.62522,18653.51422,64131.87106,85324.25288,33940.364,49757.84418,18078.06856,8828.760246,46401.6627,32516.20025,43637.04248,48000.50533,42594.15479,59926.99384,-187500.0224,30864.29457
14:15:10,-64548.41817,18650.74261,64128.31713,85323.44822,33941.12396,49755.34079,18074.13466,8832.649449,46412.74916,32521.3635,43649.89473,48006.74146,42606.29178,59933.67701,-187500.0224,30878.35382
14:15:10,-64516.7681,18676.55887,64141.97405,85343.60949,33953.37271,49777.44666,18095.19,8857.795162,46397.50527,32510.25468,43633.33209,47992.10107,42589.05859,59920.1095,-187500.0224,30862.52878
14:15:10,-64527.78751,18686.90773,64146.17618,85341.799,33960.12294,49779.95006,18096.88873,8864.992424,46425.80258,32540.34013,43660.53416,48017.51501,42613.71256,59947.37863,-187500.0224,30889.5744
14:15:11,-66045.04628,16132.2598,61644.52423,82812.07327,31480.30865,47304.27084,15622.66238,6398.05274,43841.85151,30001.18196,41148.73453,45502.34026,40133.31713,57467.11731,-187500.0224,28413.62696
14:15:11,-66045.13568,16174.28108,61670.96635,82840.97407,31511.53404,47331.69643,15659.49805,6432.809702,43856.60366,30003.43949,41152.51197,45510.58805,40138.14511,57473.33109,-187500.0224,28420.71246
14:15:11,-66068.67207,16142.4522,61647.76524,82805.18893,31478.67697,47295.66542,15617.02974,6391.816603,43872.60751,30024.42777,41162.5032,45517.13711,40144.82828,57479.56723,-187500.0224,28427.57445
14:15:13,-66152.89344,15994.28248,61445.10197,82604.49262,31277.77949,47088.95649,15406.05162,6192.059063,43747.43775,29864.54575,40973.5192,45316.12787,39923.61306,57271.49484,-187500.0224,28206.24747
14:15:13,-66135.14616,16017.39419,61455.0932,82616.31669,31293.62688,47103.57453,15424.82709,6207.034732,43745.69431,29861.72943,40970.81464,45313.69153,39924.753,57271.40543,-187500.0224,28205.39811
14:15:13,-66168.83024,15992.49434,61437.65884,82591.81918,31275.87959,47079.5911,15410.58903,6194.07072,43730.53983,29845.79263,40954.07319,45297.73239,39912.30308,57253.45698,-187500.0224,28188.47784
14:15:14,-68821.3341,12500.4366,57914.8898,79033.66733,27785.07355,43610.62272,11921.23585,2714.082922,40246.68518,26354.58426,37449.58788,41804.66882,36420.44651,53760.92985,-187500.0224,24712.4463
14:15:14,-68876.14058,12453.11796,57864.97836,78978.1903,27731.47407,43554.6316,11864.93181,2660.774012,40209.40247,26317.30155,37411.27699,41772.30349,36383.9014,53729.97269,-187500.0224,24678.00226
14:15:14,-68898.91701,12415.34351,57827.7627,78939.43238,27691.66561,43520.7687,11831.27008,2626.017049,40151.19852,26262.65153,37357.61045,41717.83229,36327.84323,53670.40529,-187500.0224,24619.06071
14:15:14,-68923.21335,12413.2648,57819.91724,78926.44601,27689.78807,43514.04083,11831.02421,2623.290136,40148.67278,26261.35513,37354.05652,41711.26088,36326.01039,53659.27412,-187500.0224,24617.27257
14:15:14,-68975.85171,12398.37854,57802.7064,78915.94069,27673.65011,43496.58412,11813.6569,2606.995715,40129.24911,26244.99366,37335.57163,41685.37756,36304.61977,53637.86115,-187500.0224,24596.86543
14:15:16,-78392.64165,9421.528509,54871.25276,75902.41145,24734.03808,40567.85739,8873.575494,-328.7271057,37144.68773,23281.53232,34359.25804,38711.83559,33340.04084,50688.45906,-187500.0224,21618.42842
14:15:16,-78491.79399,9426.66941,54872.10213,75898.92458,24738.93311,40568.97498,8877.598808,-326.6260417,37163.5526,23299.50312,34375.37365,38723.5032,33357.02817,50702.36185,-187500.0224,21637.02507
14:15:16,-78545.41582,9385.095165,54845.63766,75871.40958,24700.97985,40538.77777,8827.486196,-373.1400219,37152.80141,23289.98128,34364.26483,38718.3623,33350.25559,50694.7846,-187500.0224,21629.13491
14:15:17,-98407.8465,7979.125736,53472.83822,74496.41967,23318.88209,39164.57017,7477.55259,-1733.288376,35739.70178,21891.94672,32946.51603,37279.08877,31942.16275,49268.72096,-187500.0224,20212.70486
14:15:17,-98483.52951,7990.279256,53480.39311,74504.44394,23323.01716,39171.94625,7488.996683,-1720.346715,35729.84466,21880.65909,32936.88243,37269.27635,31929.57871,49260.04848,-187500.0224,20200.12083
14:15:19,-114371.6859,8939.691954,54465.16627,75502.6505,24269.68059,40098.87309,8458.77182,-743.3743171,36725.90545,22899.20573,33916.40293,38253.69188,32923.31492,50245.20162,-187500.0224,21202.84244
14:15:19,-114414.0648,8926.258555,54453.27514,75484.47853,24256.11308,40086.89256,8450.658137,-753.1867329,36699.1057,22874.23883,33895.12407,38236.25752,32904.60651,50230.02478,-187500.0224,21182.03296
14:15:19,-114490.5972,8899.883497,54425.9166,75458.48345,24230.27447,40059.2211,8416.057636,-788.0554543,36668.41676,22844.71218,33866.715,38206.64146,32877.24797,50206.15312,-187500.0224,21157.08842
14:15:19,-114516.7487,8931.44416,54448.8942,75491.42992,24256.76128,40086.73609,8447.797113,-758.0817649,36683.19126,22859.53139,33875.40983,38218.24202,32883.48411,50217.68662,-187500.0224,21165.40327
14:15:20,-113158.7908,10626.71222,56103.97382,77213.7883,25914.79134,41704.15303,10129.60942,947.0434126,38297.81423,24498.62951,35526.33202,39880.25068,34553.69586,51882.77982,-187500.0224,22842.00762
14:15:20,-113086.4606,10629.26032,56121.94462,77228.13812,25927.46477,41714.34542,10121.54044,942.0589736,38347.61391,24548.87623,35571.39314,39922.22725,34592.02911,51921.13542,-187500.0224,22883.31364
14:15:20,-112981.318,10659.94926,56140.09424,77254.1779,25940.71936,41736.38424,10141.07587,960.2309418,38323.09405,24523.41759,35548.08027,39907.00572,34560.91548,51899.54363,-187500.0224,22851.86474
14:15:21,-103627.3588,13697.03724,59193.92368,80352.68847,28978.83552,44734.8037,13187.2163,4012.361647,41394.40255,27608.91945,38627.23424,42986.33849,37646.21617,55007.79957,-187500.0224,25938.0148
14:15:21,-103514.7284,13741.45016,59227.74186,80391.24523,29015.62649,44771.39351,13232.85857,4055.411107,41403.99145,27619.58124,38637.35958,42994.34042,37650.4183,55015.66738,-187500.0224,25942.86513
14:15:21,-103421.231,13766.17119,59257.08971,80423.00706,29050.29405,44799.64612,13255.54559,4080.17684,41464.25175,27679.72978,38697.61988,43049.1916,37711.81854,55068.79748,-187500.0224,26005.42766
14:15:21,-103282.9631,13777.30236,59272.66887,80443.16834,29061.60403,44813.66066,13265.78269,4089.653979,41461.01075,27677.51696,38696.94933,43052.23144,37707.59406,55071.79261,-187500.0224,25999.54915
14:15:22,-84708.1494,26491.6228,72048.16604,93395.24429,41819.53273,57474.18046,26090.52075,16952.63588,54072.66963,40355.47112,51392.78488,55764.92021,50482.86772,67803.14509,-187500.0224,38804.90825
14:15:22,-84619.01064,26576.22416,72138.66826,93491.31209,41909.56556,57568.9295,26180.48652,17039.11478,54136.10388,40425.07445,51468.91492,55844.62653,50566.88792,67889.26636,-187500.0224,38887.5203
14:15:22,-84576.14,26682.19378,72241.66509,93595.8959,42020.989,57668.2383,26284.48919,17137.19423,54242.29702,40531.4464,51579.15373,55952.02666,50674.42217,68000.15336,-187500.0224,38995.88156
14:15:22,-84481.56976,26776.40638,72337.30821,93695.04824,42108.20551,57762.94264,26366.56479,17217.50405,54334.87795,40619.66874,51669.8124,56048.72031,50763.31505,68094.56713,-187500.0224,39080.92994
