 Timestamp,Channel0,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8,Channel9,Channel10,Channel11,Channel12,Channel13,Channel14,Channel15
14:12:03,-34233.50712,11311.23439,33794.63062,44998.21901,18995.71943,27828.72651,9849.49736,5061.91016,50904.73454,43795.09166,49279.91918,52389.8962,49339.39717,57771.03398,-93750.01118,43465.82812
14:12:04,-64957.29863,24456.92116,69454.00023,91903.66768,39847.37126,57456.45552,21557.2517,11988.73812,51545.76022,37358.34805,48587.37273,54389.21504,48391.83967,65318.30166,-187500.0224,36680.86668
14:12:05,-63045.06219,25696.21363,70685.93898,93147.00581,41064.87078,58662.42154,22777.25461,13215.40185,52789.0313,38595.22654,49836.03058,55641.248,49617.69874,66553.41435,-187500.0224,37901.38369
14:12:06,-62034.24925,22632.77294,67628.15328,90053.1444,38019.57971,55614.2471,19748.52619,10176.7269,49765.13085,35608.38528,46830.36915,52630.28921,46602.98486,63555.33016,-187500.0224,34896.12459
14:12:07,-62480.36772,21045.79908,66020.92874,88433.04526,36395.52431,54003.0216,18129.38817,8558.080621,48214.81385,34012.44837,45240.64603,51051.74196,44997.63787,61963.64009,-187500.0224,33298.75717
14:12:08,-64905.28612,18280.17304,63309.30451,85677.96924,33685.08472,51306.70831,15440.31685,5878.464088,45379.67388,31254.35486,42466.54868,48243.98288,42229.68724,59165.91694,-187500.0224,30519.76478
14:12:09,-64992.41322,19033.91856,64007.84123,86383.45735,34379.08404,51963.2461,16144.91089,6599.330199,46152.15017,31953.33862,43079.16529,48922.49244,42902.74297,59838.99502,-187500.0224,31176.41433
14:12:10,-62014.82558,20054.54392,65072.99126,87433.58701,35436.96975,52987.6042,17216.78879,7682.786308,47228.56548,33017.63928,44153.50189,49967.72706,43967.44597,60945.58518,-187500.0224,32258.46228
14:12:11,-58886.58719,21548.37806,66591.21115,88996.93507,36947.92532,54468.98841,18745.33519,9204.560125,48752.73094,34551.39363,45669.68777,51490.88669,45489.89034,62469.41536,-187500.0224,33802.29727
14:12:12,-56388.28801,24327.25869,69387.14616,91753.12868,39713.10433,57200.12572,21528.59676,11989.58748,51552.21987,37364.6736,48457.08441,54277.41161,48280.12565,65255.78383,-187500.0224,36573.26538
14:12:13,-58728.91798,21299.73725,66364.05037,88626.27609,36701.69851,54204.90255,18541.04025,9009.563507,48493.4507,34323.33879,45442.03525,51251.94654,45282.66731,62231.39164,-187500.0224,33600.72924
